구분,학수번호,교과목명,학점,시간,학년,학기,전공역량,필수선수,권장선수,실험실습,세부전공,대학,학과,개설학과,내용,메모,개설횟수
전공선택,POLI235,중국외교정책론,3,3,2.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI236,미국외교정책론,3,3,2.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI238,법과정치사상,3,3,2.0,2.0,갈등통합,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI239,의회와입법과정,3,3,2.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI241,정치학을위한게임이론개설,3,3,2.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI244,국제법과국제정치,3,3,2.0,2.0,사회공헌,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI247,정치제도론,3,3,2.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI250,국제기구론,3,3,2.0,2.0,갈등통합,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI252,중국정치론,3,3,2.0,2.0,변화주도,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI253,시민정치리빙랩,3,3,4.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI254,사회과학적분석과글쓰기,3,3,2.0,1.0,의사소통,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI255,국가론,3,3,2.0,2.0,통합적사고,,,,,정경대학,정치외교학과,정치외교학과,,,0
전공선택,POLI256,국제정치리빙랩,3,3,4.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,0
전공선택,POLI312,20세기국제관계사,3,3,3.0,1.0,갈등통합,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI313,인권,3,3,3.0,1.0,다문화포용,,,,,정경대학,정치외교학과,정치외교학과,,,5
전공선택,POLI317,동남아시아정치론,3,3,3.0,2.0,다문화포용,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI320,정치문화,3,3,3.0,1.0,다문화포용,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI321,정치경제론,3,3,3.0,1.0,사회공헌,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI322,북한정치론,3,3,3.0,1.0,공감력,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI325,사회주의체제연구,3,3,3.0,1.0,공감력,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI326,정치과정론,3,3,3.0,1.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,5
전공선택,POLI329,한국정치세미나,3,3,4.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI330,현대정치이론,3,3,3.0,1.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI331,국제관계이론,3,3,3.0,1.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI333,현대정치철학,3,3,3.0,2.0,통합적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI338,국제정치경제론,3,3,3.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI342,민주주의,3,3,3.0,1.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI350,정치가론,3,3,4.0,1.0,자기실헌,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI355,동아시아정치론,3,3,3.0,1.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI364,동아시아와세계정치,3,3,3.0,2.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,5
전공선택,POLI366,금융통화의국제정치경제,3,3,4.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI367,국제무역의정치경제,3,3,3.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI375,인턴십프로그램I,3,3,,,,,,1.0,,정경대학,정치외교학과,정치외교학과,,전공역량안적힘,0
전공선택,POLI378,내전연구,3,3,3.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,5
전공선택,POLI379,현대국제안보론,3,3,3.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI382,비교정치세미나,3,3,4.0,1.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI383,개발과원조의정치,3,3,3.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI384,정치심리학,3,3,3.0,2.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI385,환경협력의정치경제,3,3,3.0,2.0,사회공헌,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI386,법과정의,3,3,4.0,2.0,공감력,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI387,한국헌정론,3,3,4.0,2.0,전문가적사고,,POLI225|POLI247,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI388,헌법과정치제도,3,3,4.0,2.0,전문가적사고,,POLI247,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI389,기술과국제정치,3,3,4.0,1.0,전문가적사고,,POLI231,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI390,법과민주주의,3,3,4.0,2.0,통합적사고,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI391,민족주의와국제정치,3,3,4.0,1.0,전문가적사고,,POLI231,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI392,권위주의체제연구,3,3,4.0,1.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI393,일본과국제정치,3,3,4.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI414,정치사상특수과제연구,3,3,,,,,,,,정경대학,정치외교학과,정치외교학과,,,1
전공선택,POLI424,유럽정치론,3,3,,,,,,,,정경대학,정치외교학과,정치외교학과,,,0
전공선택,POLI425,미국정치론,3,3,4.0,1.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI433,국제규범과제도,3,3,3.0,1.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,3
전공선택,POLI438,현대외교정책결정론,3,3,4.0,2.0,문제해결,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI453,비교정치경제,3,3,3.0,1.0,전문가적사고,,,,,정경대학,정치외교학과,정치외교학과,,,4
전공선택,POLI457,국제정치세미나,3,3,4.0,2.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,2
전공선택,POLI458,정치사상세미나,3,3,4.0,2.0,창의적사고,,,,,정경대학,정치외교학과,정치외교학과,,,1
교양필수,GELI005,학문세계의탐구 I,3,3,1.0,,,,,,,정경대학,정치외교학과,,,,1
교양필수,GEWR002,글쓰기,3,3,1.0,1.0,,,,,,정경대학,정치외교학과,,,,1
교양필수,IFLS800,Academic English I,2,2,1.0,,,,,,,정경대학,정치외교학과,,,,1
교양필수,GEKS007,[진로창업]1학년세미나 I,1,1,1.0,1.0,,,,,,정경대학,정치외교학과,,,,1
교양필수,GEKS008,[진로창업]1학년세미나 II,1,1,1.0,2.0,,,,,,정경대학,정치외교학과,,,,1
교양필수,GECT002,[진로창업]SW프로그래밍의기초,3,3,1.0,1.0,,,,,,정경대학,정치외교학과,,,,1
교양필수,GECT003,[진로창업]데이터과학과인공지능,3,3,1.0,2.0,,,,,,정경대학,정치외교학과,,,,0
교양필수,GEBT001,[진로창업]생명과학의세계,3,3,1.0,,,,,,,정경대학,정치외교학과,,,,1
