구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수,sylla_eng,syllabus_kr
교양선택,CHEM152,일반화학및연습Ⅱ,1,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,화학과,,,5,"It discuss the basic conecept and theories of chemistry related to the scientific areas. It introduces the application of chemistry by teaching and practice. It also introduces the applied fields of chemistry such as environmental chemistry, biochemistry,","이공계 분야들에 관련된 화학에 관한 기본개념과 이론들을 강의와 연습을 통해 토의하고, 응용분야들인 환경화학이나 생물화학 및 공업화학 등을 소개 한다"
교양선택,LIBS150,생명과학,1,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,생명과학부,,,5,"It is generally said that 21st century is the era of Life Sciences. This class offers students general introduction of all the fields of biological sciences including origin of life, cell biology, biochemistry, genetics, taxonomy, environmental biology et","21세기는 생명과학의 시대라고들 이야기한다. 이 과목은 21세기를 살아가는 현대인들이 기본적으로 알아야 할 생명의 기원, 세포학, 생화학, 유전학, 발생학, 생태 및 분류학과 같은 생명과학 분야 기본과목의 기초적인 이해에 그 목표가 있다."
교양선택,EGRN127,기초공학가상실험I,1,1.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,공과대학,,,2,"In this subject, students observe various “physical phenomena” around _x000D_
us,_x000D_
and clarify the principle using basic knowledge of mathematics and physics. _x000D_
The goal of the subject is to cultivate the ability to apply the principles _x000D_
learned from experim","이 과목에서는 여러 가지 “물리적 현상”을 관찰하고, _x000D_
그 원리를 수학/과학의 기초 지식을 이용하여 규명하고,_x000D_
실험으로부터 배운 원리를 실생활에 응용하는 능력을 함양하는데 있다. _x000D_
이를 통하여 상급반(2학년 이상)에서 배우게 될 전공에 대한 흥미를 _x000D_
유도한다."
교양선택,EGRN128,기초공학가상실험Ⅱ,1,2.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,공과대학,,,2,"Following Basic engineering (virtual) experiment 1, in Basic engineering _x000D_
(virtual) experiment 2, various “physical phenomena” are observed, and the principle is identified   using   the basic knowledge   of_x000D_
mathematics/scienceand physics._x000D_
The goal o","기초공학(가상)실험 1에 이어 기초공학(가상)실험 2에서는 여러 가지 “물 _x000D_
리적 현상”을 관찰하고, 그 원리를 수학/과학의 기초 지식을 이용하여 규 _x000D_
명하고, 실험으로부터 배운 원리를 실생활에 응용하는 능력을 함양하는데 _x000D_
있다._x000D_
이를 통하여 상급반(2학년 이상)에 "
교양선택,EGRN129,기초공학가상실험Ⅲ,1,1.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,공과대학,,,2,"In  Basic  engineering  (virtual)  experiment  3,  various  “chemical _x000D_
phenomena” are observed, and the principles are identified using the _x000D_
basic knowledge of mathematics and chemistry._x000D_
The goal of the subject is to develop the ability to apply the ","기초공학(가상)실험 1에 이어 기초공학(가상)실험 3에서는 여러 가지 “화 _x000D_
학적 현상”을 관찰하고, 그 원리를 수학/과학의 기초 지식을 이용하여 규 _x000D_
명하고, 실험으로부터 배운 원리를 실생활에 응용하는 능력을 함양하는데 _x000D_
있다._x000D_
이를 통하여 상급반(2학년 이상)에 "
교양선택,EGRN130,기초공학가상실험Ⅳ,1,2.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,공과대학,,,2,"In  Basic  engineering  (virtual)  experiment  4,  various  “chemical _x000D_
phenomena” are observed, and the principles are identified using the _x000D_
basic knowledge of mathematics and chemistry._x000D_
The goal of the subject is to develop the ability to apply the ","기초공학(가상)실험 3에 이어 기초공학(가상)실험 4에서는 여러 가지 “화 _x000D_
학적 현상”을 관찰하고, 그 원리를 수학/과학의 기초 지식을 이용하여 규 _x000D_
명하고, 실험으로부터 배운 원리를 실생활에 응용하는 능력을 함양하는데 _x000D_
있다._x000D_
이를 통하여 상급반(2학년 이상)에 "
전공필수,KMSE201,물리화학I,2,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," This course offers basic understanding of physical chemistry related to the materials science and engineering. The lecture covers the fundamental thermodynamics theory, phase transformation, and the kinetics of chemical reaction."," 재료공학 전공에 기초가 되는 열역학 이론 및 상변태론 그리고 반응   속도론의 기본을 배운다._x000D_
"
전공필수,KMSE202,물리화학II,2,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2, This course covers quantum mechanics and solid state physics as the fundamentals of the electrical and magnetic properties of materials in materials science and engineering in detail. ," 재료 과학 및 공학에서 재료의 전자기적 특성의 기초가 되는 양자 역학과 고체 물리학에 대해 자세히 공부한다. _x000D_
"
전공필수,KMSE203,재료구조물성,2,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," This course offers the fundamental aspects of materials science and engineering such as structure of solid, defect structure, phase equilibrium and the kinetics of phase transformation."," 고체의 원자결합, 결정구조 및 고체의 결함을 이해하고 평형 상태도와 상변태의 원리를 학습한다."
전공필수,KMSE204,재료전자기물성,2,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," Study the basics of electrical, thermal, optical, and magnetic properties of materials where the gained knowledge can be applied for selecting proper materials in designing electronic devices."," 현대사회의 산업발전에 기반을 이루고 있는 재료의 전기적(electrical), 열적(thermal), 광학적(optical), 자기적(magnetic) 특성을 탐구한다. 이러한 지식을 바탕으로 각종 전자기기 등의 설계에 적합하고 필요한 재료선택에 활용할 수 있다."
전공필수,KMSE205,공학수학1,2,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2,"Students will learn mathematical means of describing  various natural behaviors using differential equations. This course covers the modelling,  solution procedures, and analyses of differential equations. Laplace transformation is also covered.",본 과목에서는 재료공학의 기본이 되는 미분방정식 및 라플라스변환에 대한 강의를 한다.
전공필수,KMSE206,공학수학2,2,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2,"Students will learn mathematical means of describing  various natural behaviors using differential equations. This course covers the modelling,  solution procedures, and analyses of differential equations. Laplace transformation is also covered.",본 과목에서는 재료공학의 기본이 되는 미분방정식 및 라플라스변환에 대한 강의를 한다.
전공필수,KMSE301,전자및반도체재료공학,3,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," The main purpose of this lecture is to teach the electronic properties of materials. First, the basic concept of the electron and lattice vibration will be introduced. The conduction of electron will be taugh using the classical free electron model. The "," 본과목에서는 전자에 의해 발생하는 재료의 특성을 강의한다. 먼저 전자의 기본개념, 격자진동에 대해 강의 한후, 전자의 전도현상을 고전적 관점에서 설명한다. 그리고 전자를 wave로 가정하여 여러조건에서 전자의 운동을 설명하고 전자가 가질수 있는 에너지 즉 energyba"
전공필수,KMSE302,재료공학실험2,3,2.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," The relations between electronics structure and electromagnetic and optical properties of materials obtained from experments are analysed to understand theoretical background._x000D_
"," 재료의 전자 구조와 전자기적, 광학적 특성과의 관계를 해석하고, 이론적으로 습득한 지식을 이해한다. "
전공필수,KMSE303,재료열역학,3,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2, A study on fundamental concepts on phase equilibria and phase diagrams of materials based on thermodynamics. This course also covers the thermodynamical analysis of material micristructure such as defects.," 열역학 법칙으로부터 재료의 상평형 거동과 상태도에 대해 공부한다. 또한, 결함을 포함하는 재료의 미세구조의 열역학적 해석에 대한 기초를 공부한다."
전공필수,KMSE305,신소재공학연구동향,3,1.0,,,,,2,2,비판적 사고 능력,공과대학,신소재공학부,신소재공학부,,,2,"Understanding relationships between the contents of advanced courses_x000D_
and the research fields of materials science and engineering by_x000D_
reviewing the recent research trends. Specifically, recent research t rends_x000D_
in the field of lnformation Di splay materi","신소재공학분야의 최신 연구동향에 대 한 리뷰를 진행하고， 이를 바탕으로_x000D_
전공심화과정과 신소재공학 연구분야와의 상관성을 김이 있 게 이해 한다_x000D_
구체적으로는 정보디스플 레 이 분야， 에너 지환경분야 및 나노/바이오 분야에서 활용되고 있는 부품소재 및 관련된 최 "
전공필수,KMSE307,재료공학실험1,3,1.0,,,,,1,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2,"The relations between microstructure and mechanical and thermal properties of materials obtained from experments are analysed to understand theoretical background. _x000D_
"," 재료의 미세 구조와 실험을 통해 얻어진 기계적, 열적 특성과의 관계를 해석하고, 이론적으로 습득한 지식을 이해한다."
전공필수,KMSE401,졸업종합설계Ⅰ,4,1.0,,,,,3,4,비판적 사고 능력,공과대학,신소재공학부,신소재공학부,,,2,"This course is intended for groups of students to experience and solve innovatively an open-ended design problem. Students can understand the state of art knowledge and recent issues on the given topics. Through this innovative activity, they can improve ","본 교과목은 그룹의 학생들이 개방형 문제를 경험하고 창의적으로 해결하는 능력을 기르는 것을 목표로 한다. 학생들은 주어진 연구 테마에 따른 최근 연구 동향을 이해하며, 종합설계를 통해 문헌조사, 연구계획 수립, 연구능력 향상, 연구기획 및 기술보고서 작성을 수행한"
전공필수,KMSE402,졸업종합설계Ⅱ,4,2.0,,,,,3,4,비판적 사고 능력,공과대학,신소재공학부,신소재공학부,,,2,"This course is intended for groups of students to experience and solve innovatively an open-ended design problem. Students can understand the state of art knowledge and recent issues on the given topics. Through this innovative activity, they can improve ","본 교과목은 그룹의 학생들이 개방형 문제를 경험하고 창의적으로 해결하는 능력을 기르는 것을 목표로 한다. 학생들은 주어진 연구 테마에 따른 최근 연구 동향을 이해하며, 종합설계를 통해 문헌조사, 연구계획 수립, 연구능력 향상, 연구기획 및 기술보고서 작성을 수행한"
전공선택,KMSE207,세라믹재료개론,2,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This course covers the introduction to the microstructure, properties, processing and applications of advanced ceramics. Various properties and their relationship to microstructure and crystal structure is emphasized. Comparison with other materials is a"," 첨단 세라믹의 미세구조, 성질, 공정과 응용에 기초 과목이다. 세라믹스의 결정구조와 각종 성질, 미세구조들과의 상관관계와 타 재료와의 차이에 관해서도 배운다."
전공선택,KMSE208,물리금속1,2,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," Lecture on the principles of the description of crystals, structure determination, plastic deformation, dislocations, vacancies, diffusion, nucleation, and recrystallization."," 결정의 정의, 구조분석론, 금속재료의 소성변형, 전위론, 공공, 확산론, 계면공학,핵성성, 회복 및 재결정등에 대한 기초 지식을 강의한다."
전공선택,KMSE209,재료수치해석,2,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,0, Advanced C programming will be stusied in order to develop the ability to materials analysis and simulation.," 프로그래밍언어중에서 과학 및 공학분야에서 가장 널리 사용되고 있는 C언어에 대햐 학습하고, 재료물성 분석 및 시뮬레이션에 필요한 C언어작성능력을 실습을 통해 배양한다."
전공선택,KMSE210,유기재료개론,2,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This class deals with the structure and basic characteristics of organic materials including polymers. This class covers the relationship between structural characteristics and properties, unique properties and basic characteristics of organic high molec"," 고분자를 비롯한 유기재료의 구조 및 기본특성에 관하여 언급한다. 특히 구조적인 특성과 물성과의 상관관계, 그리고 유기재료가 보이는 특이한 성질 및 기본원리등에 대하여 공부한다."
전공선택,KMSE211,생활속의신소재공학,2,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,0," The mechanical, electronic, chemical, and biological characteristics of advanced materials can be used for a variety of applications in our daily life. In this course, students will recognize the importance of materials engineering by comprehending the o"," 우리가 일상생활 중에 이용하고 있는 제품중에서는 신소재공학의 기계적, 전기적, 화학적, 생물학적특성을 활용한 것이 매우많다. 본 강의에서는 신소재공학이 이용된 제품들의 동작원리, 개발, 활용 등을 학습하여 신소재공학의 중요성을 인식한다."
전공선택,KMSE212,바이오재료개론,2,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This course introduces the interactions between cells and surfaces of biomaterials. Surface chemistry and physics of selested metals, polymerm and ceramics. Surface characterization methodology, Modification of biomaterials surfaces. Biosensors and micro"," 세포와 생체재료 표면간의 상호작용과, 금속, 고분자 및 세라믹 소재의 표면화학, 물리, 분석방법에 대하 공부하며, 이러한 원리를 바탕으로 생체재료의 표면조작에 관해 탐구한다. 바이오센서 및 마이크로어레이의 원리와 응용, 약물전달, 티슈공학에 관해 학습한다."
전공선택,KMSE213,반응속도론,2,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," Study various kinds of material science related phenomena such as diffusion, solidifcation and precipitation at the atomic level and the correlation of such phenomena and crystalline defects and their affect on final material properties."," 확산, 응고, 석출 등 여러가지 재료내부에서 일어나는 현상을 원자상태에서 고찰하고 재료의 결함이 이들 현상에 미치는 영향 및 이들 현상이 재료의 최종 성질에 미치는 영향을 학습한다."
전공선택,KMSE215,유기재료화학,2,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,1,"Organic Materials Chemistry is an introductory course for the students to acquire the basic knowledge needed for understanding the organic materials. This course deals with nomenclatures, properties, reactions, and the synthesis of simple and small organi","이 과목에서는 유기재료를 이해하는데 필요한 유기화학의 기본적인 지식을 배양하며, 유기화학물질의 명명법, 성질, 반응 및 간단한 작은 분자의 합성을 다룬다."
전공선택,KMSE304,전자세라믹스,3,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,0," Study the electrical characteristics of ceramics and review the various applications using electroceramics such as thermistor, varistor, sensor, and passive chip components. This course focuses the correlation between the principle and applications of a "," 세라믹스의 전기적인 특성을 이해하고, 세라믹스의 전기적인 특성을 이용한 여러 가지 응용에 대해 학습한다. 작동원리와 실제 응용제품의 상관관계에 대해 중점적으로 다룬다."
전공선택,KMSE306,상평형론,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," Lectures on thermodynamic fundamentals, equilibrium criteria, and equilibrium phase diagrams for unary and binary systems will be given in this course."," 열역학적인 기본이론, 평형조건, 1성분계와 2성분계의 평형상태도에 대한 강의를 한다."
전공선택,KMSE308,열전달및확산,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2,"This course is to develop the basic knowledge of the kinetics in materials processing that involves heat transfer and/or mass diffusion. This course covers the mechanisms of heat and mass transports, mathematical formulations of energy transfer and mass d",에너지 및 물질 전달의 이론과 열전도 방정식 및 확산방정식의 해법에 대해 공부한다. 재료에서 나타나는 다양한 미세조직 변화 현상을 열전달 및 물질확산의 관점에서 이해할 수 있는 기본 지식을 학습한다.
전공선택,KMSE309,X-선결정학,3,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," Lectures on crystallography(symmetry elements, classification of crystals, lattices, reciprocal lattices, and projection of crystals), physics of X-rays(production, detection, diffraction, and absorption), and scattering of X-rays(by an electron, an atom"," 대칭요소, 결정의 분류, 격자, 역격자, 결정의 투영 등 결정학, X-선의 발생,감지, 회절, 흡수 등의 기본 물리학, 전자 ,원자, 작은 결정에 의한 X-선의 산란 등에 대한 이론을 강의하고 여러가지 실험법의 실습도 하도록 한다."
전공선택,KMSE310,소재제련공정,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," The course is to understand the basic princilies in the pyrometallurgy of metals with emphasis on the iron and steel making processes. Raw materia니. smelting, refining, and ingot making processes in pyrometallurgy will be discussed with recent progresse"," 인류에게 가장 중요한 금속소재인 철강을 비롯한 비철금소의 건식제련공정을 이론과 더불어 공부한다. 특히 선진공법을 채택하고 있는 우리나라의 철강제련공정을 기초로 하여 원료, 제련, 정련, 조괴공정 등을 물리?화학적 원리와 함께 강의한다."
전공선택,KMSE311,물리금속2,3,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,1," Study on the nuclation theory, solidication, precipitation from solid solution from solid solution, diffusion-controlled growth of equilibrium precipitates, matensitic transformation and some applications."," 재료의 응고, 핵생성 및 성장, 석출, 확산 및 확산상변태, 비확산 상변태 등 신소재 개발에 관련된 재료물성의 기본적인 지식을 다룬다."
전공선택,KMSE312,반도체재료,3,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," This course offers the knowledge on semiconductor physics and basic theories, their applications for several semiconductor devices, and series of device fabrication processes of semiconductors such as; bulk single crystal growth;wafering; epitaxial growt"," 반도체 물리학 및 기본 이론, 각종 반도체 소자에의 응용, 그리고 원소 및 화합물 반도체 재료의 벌크 단결정 성장, 웨이퍼링 공정, 에피 결정성장, 위이퍼 및 에피웨이퍼의 특성측정, 산화 및 박막 성장, 확산 및 이온주입, 노광 및 식각 등을 포함하는 일련의 반도체소자 "
전공선택,KMSE313,재료기계물성,3,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,1,"This lecture focuses on the issues on parameters that determine mechanical properties of materials. Major issues are stress-strain relationship, Hook’s law, experimental measurements on stress and strain, stress transformation, principal stress and strai","재료의 기계적 특성 및 이 특성을 지배하는 인자와의 관계를 배운다. 주요 강의내용은 다음과 같다. 응력-변형률의 관계, 훅의 법칙, 응력/변형률의 실험적 측정, 응력변환 및 주응력, 간단한 구조체에서의 주응력 해석, 전위 및 생성에너지, 금속의 강화기구."
전공선택,KMSE314,박막공학,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This course introduces the theory and technology of micro/nano fabrication for modern electronic devices. Lectures focus on basic processing technologies such as lithography, oxidation, diffusion, thin film deposition and more."," 본 강좌는 현대 전자소자제조를 위한 마이크로/나노 박막공정의 이론 및 기술을 소개한다. 강의는 리소그라피, 산화, 확산, 박막증착 등과 같은 일련의 단위공정을 포함한다. 학생들은 본 강좌를 통해 박막정정기술에 대한 기본적인 지석증진 뿐만 아니라, 사례학습을 통해 "
전공선택,KMSE315,고분자재료구조물성,3,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,0," This class deals with general properties of organic electrical and electronics materials. Major topics are mechanical properties, thermal properties, viscoelastic properties, and elastic properties of organic electronics materials."," 유기 전자 및 전기재료의 일반적인 물성에 관하여 언급한다. 본 과목에서 주로 다루는 물성은 기계적 성질, 열적 성질, 점탄성 성질, 탄성 성질 등을 중점적으로 다룬다."
전공선택,KMSE316,고체물리,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2,Basic principles of solid state physics will be introduced. The relationship between electronic structure and thermal/optical properties will be discussed. These basic principles will be applied to understand semiconductor and electromagnetism. ,"고체에서의 전자 및 원자의 구조와 고체의 열적, 광학적 성질의 성관관계를 다루고, 반도체 이론과 응용, 물질의 전자기적 성질을 다룬다."
전공선택,KMSE317,고분자재료합성,3,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,1,To understand the reaction mechanisms of various types of polymerization used for synthesizing different structured polymer materials.,"고분자재료의 분자구조별 차이를 이해하고, 구조별 중합반응의 메커니즘을 이해함으로써 고분자재료의 설계 및 합성에 필요한 전공지식을 함양한다."
전공선택,KMSE318,고분자재료분석,3,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," Fundamental principles of analytic instuments for analyzing the chemical and physical properties of polymers and procrssing machines of the polymer compounds will be proveded together with practical exercise.  DSC, rheometer, FT-IR, photoluminescence, vi"," 고분자 재료의 물리적 화학적 특성을 분석하기 위한 기기 및 가공용 기기 사용의 기초와 원리를 공부하고, 간단한 실습을 함께 진행한다. 분석기기로는 DSC, rheometer, FT-IR, photoluminescence, viscometer, dielectric analyser, 2-roll mill, extruder 등을 대상으로  "
전공선택,KMSE319,신소재종합설계1,3,1.0,,,,,3,4,팀워크를 통한 협력,공과대학,신소재공학부,신소재공학부,,,2,"Based on the engineering theory, capstone design will be studied. Problem solving process as well as identification of the engineering problem, and creative solution will be evaluated. Team work skill and communication skill will be also evaluated.","공학이론을 바탕으로 소재의 개발, 선택, 제조공정, 물성측정 등에 대한 공학적 문제를 인식하고 이에 대한 해결을 위해 종합적인 설계를 수행한다. 본 교과목을 통해 소재 설계 역량뿐만 아니라 팀웍, 커뮤니케이션 역량 등의 증진도 유도한다."
